Id;Team;IdActivity;IdEvent;IdLocation;IdStudent;MatchValue
85587;134;29;1081;4;1200;1344
85591;136;14;1081;76;1196;0
85592;136;14;1081;76;1199;0
85597;66;11;1081;8;1194;1813
85598;66;15;1081;8;1194;1813
85600;21;49;1081;74;1243;1344
85606;145;24;1081;3;1259;1176
85608;143;14;1081;76;1206;0
85610;10;32;1081;72;1175;980
85612;23;3;1081;69;1184;0
85614;79;1;1081;73;1219;1267
85616;75;14;1081;76;1224;0
85618;131;32;1081;72;1168;1267
85619;131;32;1081;72;1238;1267
85621;69;32;1081;72;1183;1645
85622;69;32;1081;72;1253;1645
85624;6;24;1081;3;1242;1176
85627;67;11;1081;8;1252;1344
85628;67;15;1081;8;1252;1344
85632;20;6;1081;71;1248;0
85636;77;16;1081;1;1195;980
85638;16;18;1081;75;1211;1267
85640;7;24;1081;3;1244;686
85642;22;49;1081;74;1176;1414
85644;33;27;1081;70;1240;1176
85649;35;11;1081;8;1204;980
85650;35;15;1081;8;1204;980
85652;81;22;1081;2;1220;0
85654;37;4;1081;2;1232;0
85656;138;4;1081;2;1154;2016
85660;28;18;1081;75;1188;1050
85664;29;18;1081;75;1136;686
85666;34;1;1081;73;1216;1176
85668;31;6;1081;71;1217;0
85670;42;1;1081;73;1250;903
85672;13;6;1081;71;1247;0
85674;15;14;1081;76;1208;0
85680;27;32;1081;72;1189;1288
85686;18;27;1081;70;1181;1708
85691;14;11;1081;8;1212;1176
85692;14;15;1081;8;1212;1176
85695;9;11;1081;8;1246;1813
85696;9;15;1081;8;1246;1813
85700;2;49;1081;74;1210;980
85702;32;16;1081;1;1230;686
85712;11;22;1081;2;1225;0
85716;41;18;1081;75;1249;1946
85801;30;1;1081;73;1215;924
85859;144;21;1081;62;1239;924
85881;4;27;1081;70;1182;1050
85883;74;24;1081;3;1251;924
85886;19;11;1081;8;1166;0
85887;19;15;1081;8;1166;0
85914;38;29;1081;4;1233;847
85916;3;1;1081;73;1209;903
85935;17;4;1081;2;1192;0
85938;71;11;1081;8;1254;0
85939;71;15;1081;8;1254;0
85940;140;4;1081;2;1214;0
85947;73;27;1082;70;1223;945
85949;146;32;1082;72;1207;1456
85951;36;16;1082;1;1231;1218
85953;72;29;1082;4;1177;966
85955;137;24;1082;3;1179;1988
85957;142;49;1082;74;1235;889
85959;135;4;1082;2;1170;1456
85961;76;21;1082;62;1149;945
85962;76;21;1082;62;1218;945
85964;80;27;1082;70;1222;889
85966;139;5;1082;5;1198;728
85968;68;29;1082;4;1133;658
85972;70;11;1082;8;1150;1022
85973;70;15;1082;8;1150;1022
85975;82;27;1082;70;1255;1022
85977;134;21;1082;62;1200;1022
85981;136;1;1082;73;1196;728
85982;136;1;1082;73;1199;728
85986;66;24;1082;3;1194;1386
85988;21;5;1082;5;1243;602
85994;145;1;1082;73;1259;658
85996;143;49;1082;74;1206;1092
85998;10;27;1082;70;1175;889
86000;23;18;1082;75;1184;1218
86002;79;49;1082;74;1219;728
86004;75;27;1082;70;1224;945
86006;131;1;1082;73;1168;889
86007;131;1;1082;73;1238;889
86009;69;14;1082;76;1183;0
86010;69;14;1082;76;1253;0
86013;6;11;1082;8;1242;1092
86014;6;15;1082;8;1242;1092
86016;67;5;1082;5;1252;1092
86020;20;5;1082;5;1248;1309
86026;77;32;1082;72;1195;658
86028;16;21;1082;62;1211;1022
86030;7;18;1082;75;1244;658
86032;22;21;1082;62;1176;1330
86034;33;3;1082;69;1240;0
86036;8;27;1082;70;1245;1092
86038;35;24;1082;3;1204;966
86040;81;5;1082;5;1220;1624
86042;37;14;1082;76;1232;0
86044;138;14;1082;76;1154;0
86048;28;29;1082;4;1188;966
86052;29;1;1082;73;1136;658
86054;34;49;1082;74;1216;889
86056;31;3;1082;69;1217;0
86058;42;4;1082;2;1250;1624
86060;13;14;1082;76;1247;0
86062;15;18;1082;75;1208;1456
86068;27;16;1082;1;1189;1022
86074;18;18;1082;75;1181;1022
86078;14;6;1082;71;1212;0
86080;9;14;1082;76;1246;0
86084;2;14;1082;76;1210;0
86086;32;21;1082;62;1230;658
86099;11;16;1082;1;1225;630
86103;41;1;1082;73;1249;1820
86188;30;22;1082;2;1215;0
86244;144;6;1082;71;1239;0
86266;4;49;1082;74;1182;0
86268;74;29;1082;4;1251;728
86270;19;5;1082;5;1166;658
86301;38;22;1082;2;1233;0
86303;3;24;1082;3;1209;0
86324;17;24;1082;3;1192;728
86326;71;29;1082;4;1254;0
86327;140;16;1082;1;1214;0
86335;73;4;1083;2;1223;1484
86337;146;49;1083;74;1207;826
86339;36;27;1083;70;1231;1120
86341;72;16;1083;1;1177;756
86343;137;5;1083;5;1179;1190
86345;142;21;1083;62;1235;756
86346;142;21;1083;62;1263;756
86348;135;49;1083;74;1170;728
86350;76;24;1083;3;1149;826
86351;76;24;1083;3;1218;826
86353;80;21;1083;62;1222;1428
86355;139;49;1083;74;1198;1064
86358;68;11;1083;8;1133;728
86359;68;15;1083;8;1133;728
86363;70;4;1083;2;1150;1407
86365;82;32;1083;72;1255;1043
86368;134;11;1083;8;1200;1043
86369;134;15;1083;8;1200;1043
86375;136;29;1083;4;1196;623
86376;136;29;1083;4;1199;623
86382;66;16;1083;1;1194;1043
86383;66;16;1083;1;1267;1043
86385;21;1;1083;73;1243;1428
86394;145;4;1083;2;1259;1428
86396;143;32;1083;72;1206;1043
86398;10;21;1083;62;1175;1064
86400;23;5;1083;5;1184;987
86402;79;14;1083;76;1219;0
86405;75;21;1083;62;1224;1064
86407;131;27;1083;70;1168;728
86408;131;27;1083;70;1238;728
86410;69;21;1083;62;1183;1484
86411;69;21;1083;62;1253;1484
86413;6;29;1083;4;1242;1120
86415;176;16;1083;1;1252;1120
86420;20;49;1083;74;1248;1190
86425;77;11;1083;8;1195;700
86426;77;15;1083;8;1195;700
86428;16;27;1083;70;1211;826
86430;7;14;1083;76;1244;0
86433;22;11;1083;8;1176;623
86434;22;15;1083;8;1176;623
86436;33;21;1083;62;1240;987
86438;8;32;1083;72;1245;1064
86440;35;5;1083;5;1204;1043
86442;81;1;1083;73;1220;1043
86444;174;27;1083;70;1272;1407
86446;37;18;1083;75;1232;826
86448;138;1;1083;73;1154;826
86452;133;24;1083;3;1264;826
86454;175;18;1083;75;1273;756
86456;28;27;1083;70;1188;756
86460;29;16;1083;1;1136;700
86462;34;5;1083;5;1216;826
86464;31;16;1083;1;1217;987
86466;42;14;1083;76;1250;0
86468;13;32;1083;72;1247;1120
86470;15;49;1083;74;1208;1064
86476;27;1;1083;73;1189;756
86482;18;24;1083;3;1181;987
86486;14;49;1083;74;1212;1043
86488;9;29;1083;4;1246;455
86492;2;32;1083;72;1210;1428
86494;32;3;1083;69;1230;0
86504;11;49;1083;74;1225;1316
86508;41;29;1083;4;1249;1120
86594;30;18;1083;75;1215;728
86650;144;18;1083;75;1239;987
86674;4;18;1083;75;1182;1064
86676;74;27;1083;70;1251;756
86678;19;14;1083;76;1166;0
86705;38;24;1083;3;1233;1316
86707;3;5;1083;5;1209;700
86708;3;5;1083;5;1265;700
86725;17;22;1083;2;1192;0
86727;71;22;1083;2;1254;0
86729;140;24;1083;3;1214;0
86736;73;21;1084;62;1223;861
86738;146;1;1084;73;1207;1442
86740;36;1;1084;73;1231;1078
86742;72;27;1084;70;1177;763
86744;137;4;1084;2;1179;1155
86746;142;27;1084;70;1235;735
86747;142;27;1084;70;1263;735
86749;135;24;1084;3;1170;658
86752;76;11;1084;8;1149;791
86753;76;15;1084;8;1149;791
86754;76;11;1084;8;1218;791
86755;76;15;1084;8;1218;791
86757;80;49;1084;74;1222;791
86759;139;32;1084;72;1198;1225
86761;68;49;1084;74;1133;735
86764;70;16;1084;1;1150;791
86766;82;49;1084;74;1255;1022
86768;134;27;1084;70;1200;861
86772;136;27;1084;70;1196;490
86773;136;27;1084;70;1199;490
86777;66;22;1084;2;1194;2555
86778;66;22;1084;2;1267;2555
86780;21;22;1084;2;1243;2730
86786;145;16;1084;1;1259;763
86788;143;21;1084;62;1206;1022
86791;10;11;1084;8;1175;1078
86792;10;15;1084;8;1175;1078
86795;23;11;1084;8;1184;861
86796;23;15;1084;8;1184;861
86799;79;11;1084;8;1219;1589
86800;79;15;1084;8;1219;1589
86804;75;29;1084;4;1224;861
86806;131;16;1084;1;1168;735
86807;131;16;1084;1;1238;735
86809;69;27;1084;70;1183;763
86810;69;27;1084;70;1253;763
86812;6;5;1084;5;1242;861
86814;176;32;1084;72;1252;861
86815;176;32;1084;72;1274;861
86817;20;18;1084;75;1248;1155
86821;77;49;1084;74;1195;658
86823;16;5;1084;5;1211;791
86825;7;3;1084;69;1244;0
86827;22;32;1084;72;1176;658
86829;33;29;1084;4;1240;791
86831;8;4;1084;2;1245;1442
86833;35;29;1084;4;1204;1022
86835;81;24;1084;3;1220;861
86837;174;32;1084;72;1272;0
86839;37;16;1084;1;1232;1078
86841;138;27;1084;70;1154;735
86845;133;5;1084;5;1264;791
86847;175;5;1084;5;1273;1225
86849;28;16;1084;1;1188;735
86854;29;11;1084;8;1136;735
86855;29;15;1084;8;1136;735
86857;34;32;1084;72;1216;791
86859;31;1;1084;73;1217;861
86861;42;29;1084;4;1250;1589
86863;177;18;1084;75;1275;1155
86865;13;4;1084;2;1247;1442
86868;15;11;1084;8;1208;1078
86869;15;15;1084;8;1208;1078
86875;27;29;1084;4;1189;763
86881;18;29;1084;4;1181;763
86885;14;18;1084;75;1212;735
86887;9;49;1084;74;1246;763
86891;2;27;1084;70;1210;1078
86893;32;49;1084;74;1230;763
86903;11;18;1084;75;1225;735
86907;41;32;1084;72;1249;1589
86998;30;14;1084;76;1215;0
87052;144;24;1084;3;1239;1078
87074;4;6;1084;71;1182;539
87076;74;21;1084;62;1251;763
87078;19;21;1084;62;1166;763
87109;38;32;1084;72;1233;791
87111;3;14;1084;76;1209;0
87112;3;14;1084;76;1265;0
87129;17;1;1084;73;1192;763
87131;71;21;1084;62;1254;0
87133;140;29;1084;4;1214;0
87547;73;32;1085;72;1223;770
87549;146;21;1085;62;1207;1134
87551;36;29;1085;4;1231;770
87552;36;29;1085;4;1276;770
87554;72;1;1085;73;1177;770
87556;137;27;1085;70;1179;896
87558;142;5;1085;5;1235;693
87559;142;5;1085;5;1263;693
87562;135;11;1085;8;1170;574
87563;135;15;1085;8;1170;574
87565;76;18;1085;75;1149;574
87566;76;18;1085;75;1218;574
87568;80;16;1085;1;1222;896
87570;139;27;1085;70;1198;693
87571;139;27;1085;70;1280;693
87573;68;18;1085;75;1133;693
87576;70;22;1085;2;1150;2156
87578;82;24;1085;3;1255;826
87580;134;24;1085;3;1200;770
87584;136;49;1085;74;1196;525
87585;136;49;1085;74;1199;525
87589;66;27;1085;70;1194;770
87590;66;27;1085;70;1267;770
87592;21;16;1085;1;1243;1386
87600;145;11;1085;8;1259;798
87601;145;15;1085;8;1259;798
87603;143;27;1085;70;1206;826
87605;10;16;1085;1;1175;798
87607;23;24;1085;3;1184;826
87609;79;32;1085;72;1219;1134
87612;75;1;1085;73;1224;826
87614;131;29;1085;4;1168;574
87615;131;29;1085;4;1238;574
87617;69;1;1085;73;1183;574
87618;69;1;1085;73;1253;574
87620;6;21;1085;62;1242;798
87621;6;21;1085;62;1277;798
87623;176;22;1085;2;1252;1134
87624;176;22;1085;2;1274;1134
87626;178;4;1085;2;1279;1260
87628;20;21;1085;62;1248;1057
87632;77;21;1085;62;1195;574
87635;16;11;1085;8;1211;798
87636;16;15;1085;8;1211;798
87638;7;6;1085;71;1244;0
87640;22;29;1085;4;1176;574
87642;33;16;1085;1;1240;896
87644;8;16;1085;1;1245;1113
87646;35;27;1085;70;1204;693
87648;81;18;1085;75;1220;826
87650;174;1;1085;73;1272;1134
87652;37;24;1085;3;1232;1057
87654;138;16;1085;1;1154;693
87658;133;21;1085;62;1264;693
87660;175;16;1085;1;1273;1190
87662;28;1;1085;73;1188;693
87666;29;5;1085;5;1136;574
87668;34;29;1085;4;1216;574
87670;31;21;1085;62;1217;826
87672;42;24;1085;3;1250;1260
87674;177;21;1085;62;1275;1057
87677;13;11;1085;8;1247;1134
87678;13;15;1085;8;1247;1134
87682;15;21;1085;62;1208;896
87688;27;49;1085;74;1189;574
87694;18;21;1085;62;1181;693
87698;14;27;1085;70;1212;896
87700;9;27;1085;70;1246;826
87706;2;4;1085;2;1210;1260
87708;32;29;1085;4;1230;770
87718;11;27;1085;70;1225;826
87722;41;24;1085;3;1249;1260
87810;30;32;1085;72;1215;1113
87862;144;4;1085;2;1239;1386
87891;4;1;1085;73;1182;1057
87893;74;3;1085;69;1251;0
87895;19;18;1085;75;1166;770
87923;38;11;1085;8;1233;798
87924;38;15;1085;8;1233;798
87926;3;32;1085;72;1209;798
87927;3;32;1085;72;1265;798
87944;17;27;1085;70;1192;770
87946;71;5;1085;5;1254;826
87948;140;5;1085;5;1214;0
89076;118;24;1086;61;1207;854
89081;108;10;1086;2;1223;0
89084;93;27;1086;1;1254;735
89087;99;11;1086;74;1267;987
89088;99;15;1086;74;1267;987
89090;97;18;1086;8;1274;1218
89092;104;24;1086;61;1252;735
89094;153;10;1086;2;1224;0
89096;96;5;1086;5;1219;1057
89098;129;18;1086;8;1293;1351
89103;87;11;1086;74;1251;686
89104;87;15;1086;74;1251;686
89106;117;16;1086;70;1291;1057
89108;126;29;1086;59;1235;735
89110;120;5;1086;5;1215;931
89116;111;49;1086;3;1280;987
89118;112;21;1086;73;1279;987
89120;116;14;1086;76;1292;0
89124;121;49;1086;3;1238;1057
89126;124;14;1086;76;1259;0
89128;109;5;1086;5;1296;1218
89130;92;32;1086;72;1222;931
89133;106;24;1086;61;1275;735
89136;107;21;1086;73;1276;854
89138;101;21;1086;73;1286;1057
89140;98;49;1086;3;1220;0
89142;102;14;1086;76;1287;0
89148;115;14;1086;76;1263;0
89150;89;5;1086;5;1255;1057
89152;119;16;1086;70;1233;854
89154;35;27;1086;1;1208;1057
89156;47;10;1086;2;1283;0
89158;46;1;1086;23;1265;1057
89160;26;22;1086;2;1211;0
89162;33;5;1086;5;1277;959
89164;24;10;1086;2;1242;0
89170;31;49;1086;3;1272;931
89174;39;18;1086;8;1246;987
89176;38;18;1086;8;1282;1421
89178;43;3;1086;69;1245;0
89182;36;22;1086;2;1247;0
89184;44;3;1086;69;1243;0
89186;37;27;1086;1;1248;987
89189;41;11;1086;74;1225;735
89190;41;15;1086;74;1225;735
89193;128;27;1086;1;1250;735
89196;127;1;1086;23;1206;686
89205;123;11;1086;74;1230;959
89206;123;15;1086;74;1230;959
89208;113;29;1086;59;1264;1953
89216;29;24;1086;61;1273;1638
89223;27;11;1086;74;1244;1057
89224;27;15;1086;74;1244;1057
89226;32;18;1086;8;1209;1351
89244;59;22;1086;2;1189;0
89267;139;21;1086;73;1150;854
89281;131;22;1086;2;1179;0
89287;152;16;1086;70;1253;987
89289;105;1;1086;23;1290;1659
89311;138;1;1086;23;1149;686
89318;65;14;1086;76;1176;0
89321;51;1;1086;23;1175;854
89326;52;49;1086;3;1204;959
89331;144;24;1086;61;1195;959
89336;134;24;1086;61;1168;931
89338;154;16;1086;70;1216;987
89340;63;5;1086;5;1217;1057
89342;122;27;1086;1;1239;0
89344;64;1;1086;23;1240;1659
89346;133;14;1086;76;1170;0
89349;142;16;1086;70;1133;595
89351;141;27;1086;1;1218;1421
89354;130;32;1086;72;1177;735
89357;53;11;1086;74;1182;686
89358;53;15;1086;74;1182;686
89368;143;18;1086;8;1199;686
89376;57;27;1086;1;1166;735
89378;61;32;1086;72;1184;1351
89381;50;1;1086;23;1181;497
89383;55;5;1086;5;1192;735
89386;48;32;1086;72;1136;595
89388;103;6;1086;71;1288;0
89390;40;10;1086;2;1281;0
89392;155;49;1086;3;1188;987
89394;58;18;1086;8;1210;1295
89397;54;21;1086;73;1231;735
89399;149;21;1086;73;1214;0
89401;140;32;1086;72;1200;931
89403;146;5;1086;5;1194;1218
89405;148;32;1086;72;1154;931
89407;136;14;1086;76;1198;0
89412;56;1;1086;23;1212;0
89414;100;5;1086;5;1249;987
89415;147;24;1086;61;1183;686
89419;150;5;1086;5;1196;0
89423;25;5;1086;5;1232;0
89426;88;1;1086;23;1284;0
89451;118;14;1087;22;1207;847
89458;108;1;1087;23;1223;1071
89461;93;49;1087;3;1254;847
89463;99;10;1087;2;1267;0
89465;97;10;1087;2;1274;0
89467;104;14;1087;22;1252;798
89469;153;49;1087;3;1224;1043
