Id;Team;IdActivity;IdEvent;IdLocation;IdStudent;MatchValue
89471;96;24;1087;61;1219;798
89473;129;24;1087;61;1293;672
89475;158;49;1087;3;1251;1099
89477;117;10;1087;2;1291;0
89479;126;18;1087;8;1235;707
89481;120;21;1087;73;1215;966
89487;111;29;1087;59;1280;966
89489;112;32;1087;72;1279;1071
89492;116;11;1087;74;1292;1407
89493;116;15;1087;74;1292;1407
89497;121;21;1087;73;1238;798
89499;124;5;1087;5;1259;1043
89501;109;1;1087;23;1296;847
89503;92;24;1087;61;1222;966
89506;106;49;1087;3;1275;707
89508;156;14;1087;22;1276;0
89510;101;18;1087;8;1286;1043
89512;98;32;1087;72;1220;847
89514;102;29;1087;59;1287;1463
89520;115;18;1087;8;1263;1330
89522;172;27;1087;1;1315;483
89524;89;21;1087;73;1255;1827
89528;119;5;1087;5;1233;707
89530;159;29;1087;59;1300;1897
89532;35;10;1087;2;1208;0
89534;47;3;1087;69;1283;0
89536;168;18;1087;8;1308;966
89538;46;16;1087;70;1265;1071
89540;171;27;1087;1;1314;672
89542;26;10;1087;2;1211;0
89545;33;1;1087;23;1277;1043
89547;24;32;1087;72;1242;1659
89549;163;32;1087;72;1305;1071
89555;31;18;1087;8;1272;966
89559;39;32;1087;72;1246;847
89561;38;21;1087;73;1282;1099
89563;43;22;1087;2;1245;2296
89565;167;16;1087;70;1309;966
89569;36;18;1087;8;1247;1071
89571;44;14;1087;22;1243;0
89572;44;14;1087;22;1310;0
89574;37;16;1087;70;1248;1071
89576;41;21;1087;73;1225;798
89579;128;32;1087;72;1250;847
89584;127;5;1087;5;1206;707
89592;166;6;1087;71;1302;0
89594;162;14;1087;22;1303;0
89596;123;5;1087;5;1230;847
89600;113;49;1087;3;1264;1099
89608;29;3;1087;69;1273;0
89614;27;16;1087;70;1244;1043
89617;32;11;1087;74;1209;1043
89618;32;15;1087;74;1209;1043
89636;59;27;1087;1;1189;609
89652;161;1;1087;23;1304;1463
89658;139;24;1087;61;1150;1099
89670;131;29;1087;59;1179;798
89676;152;5;1087;5;1253;1463
89678;105;32;1087;72;1290;1330
89700;138;16;1087;70;1149;483
89709;65;18;1087;8;1176;1043
89712;51;49;1087;3;1175;1043
89717;52;22;1087;2;1204;0
89722;144;29;1087;59;1195;672
89729;134;11;1087;74;1168;707
89730;134;15;1087;74;1168;707
89732;154;24;1087;61;1216;672
89734;63;22;1087;2;1217;0
89736;122;14;1087;22;1239;0
89738;64;32;1087;72;1240;1071
89740;133;22;1087;2;1170;0
89743;142;5;1087;5;1133;672
89745;141;32;1087;72;1218;847
89748;130;5;1087;5;1177;609
89750;53;21;1087;73;1182;707
89757;143;6;1087;71;1199;0
89765;57;49;1087;3;1166;847
89767;61;27;1087;1;1184;1330
89770;50;27;1087;1;1181;483
89772;55;32;1087;72;1192;798
89775;48;1;1087;23;1136;441
89777;103;21;1087;73;1288;1099
89779;40;14;1087;22;1281;0
89781;155;6;1087;71;1188;0
89783;58;21;1087;73;1210;966
89786;54;49;1087;3;1231;707
89788;149;49;1087;3;1214;0
89790;140;16;1087;70;1200;847
89792;146;1;1087;23;1194;707
89794;148;21;1087;73;1154;847
89796;136;16;1087;70;1198;798
89801;56;21;1087;73;1212;707
89804;100;11;1087;74;1249;0
89805;100;15;1087;74;1249;0
89807;164;22;1087;2;1307;0
89812;147;11;1087;74;1183;707
89813;147;15;1087;74;1183;707
89818;150;32;1087;72;1196;0
89824;25;11;1087;74;1232;0
89825;25;15;1087;74;1232;0
89829;88;18;1087;8;1284;0
89840;118;5;1088;5;1207;763
89844;180;5;1088;5;1223;2121
89850;99;32;1088;72;1267;1022
89852;97;5;1088;5;1274;1155
89854;104;29;1088;59;1252;763
89856;153;5;1088;5;1224;1127
89858;96;27;1088;1;1219;1127
89860;129;5;1088;5;1293;1127
89862;158;18;1088;8;1251;903
89864;117;32;1088;72;1291;1155
89866;126;16;1088;70;1235;728
89868;120;10;1088;2;1215;0
89874;111;21;1088;73;1280;1127
89876;112;29;1088;59;1279;1022
89878;116;16;1088;70;1292;1099
89883;121;11;1088;74;1238;763
89884;121;15;1088;74;1238;763
89886;124;32;1088;72;1259;1022
89888;109;24;1088;61;1296;854
89890;92;1;1088;23;1222;903
89892;176;6;1088;71;1275;0
89894;156;24;1088;61;1276;665
89895;156;24;1088;61;1320;665
89897;101;24;1088;61;1286;854
89899;98;10;1088;2;1220;0
89901;174;1;1088;23;1254;1519
89903;102;24;1088;61;1287;763
89907;177;3;1088;69;1318;0
89911;115;32;1088;72;1263;1022
89913;172;16;1088;70;1315;1099
89916;89;11;1088;74;1255;1022
89917;89;15;1088;74;1255;1022
89921;119;14;1088;22;1233;728
89923;159;24;1088;61;1300;903
89925;35;3;1088;69;1208;2611
89927;47;6;1088;71;1283;0
89929;168;1;1088;23;1308;903
89931;46;29;1088;59;1265;1099
89933;171;18;1088;8;1314;1225
89935;26;29;1088;59;1211;1099
89939;33;11;1088;74;1277;1022
89940;33;15;1088;74;1277;1022
89942;24;49;1088;3;1242;1127
89944;163;21;1088;73;1305;1463
89950;31;29;1088;59;1272;903
89953;28;10;1088;2;1316;0
89955;39;1;1088;23;1246;854
89957;38;49;1088;3;1282;1022
89959;43;6;1088;71;1245;0
89961;167;27;1088;1;1309;1442
89965;36;21;1088;73;1247;1022
89967;44;18;1088;8;1243;1806
89968;44;18;1088;8;1310;1806
89970;37;32;1088;72;1248;903
89972;41;32;1088;72;1225;728
89975;128;49;1088;3;1250;854
89980;127;16;1088;70;1206;763
89988;166;18;1088;8;1302;1127
89990;162;24;1088;61;1303;903
89992;123;27;1088;1;1230;763
89998;113;27;1088;1;1264;1099
90006;29;14;1088;22;1273;0
90012;27;32;1088;72;1244;903
90014;32;10;1088;2;1209;0
90037;59;11;1088;74;1189;665
90038;59;15;1088;74;1189;665
90055;161;27;1088;1;1304;1155
90061;139;5;1088;5;1150;728
90073;131;3;1088;69;1179;0
90080;152;11;1088;74;1253;728
90081;152;15;1088;74;1253;728
90083;105;3;1088;69;1290;0
90106;138;27;1088;1;1149;665
90113;65;1;1088;23;1176;903
90116;51;5;1088;5;1175;763
90121;52;1;1088;23;1204;854
90126;144;5;1088;5;1195;665
90131;134;18;1088;8;1168;665
90133;154;27;1088;1;1216;903
90135;63;49;1088;3;1217;1463
90137;122;5;1088;5;1239;854
90139;64;14;1088;22;1240;0
90141;133;27;1088;1;1170;763
90143;141;22;1088;2;1218;0
90146;130;21;1088;73;1177;539
90148;53;16;1088;70;1182;728
90156;143;11;1088;74;1199;903
90157;143;15;1088;74;1199;903
90166;57;29;1088;59;1166;854
90168;61;21;1088;73;1184;854
90171;50;5;1088;5;1181;497
90173;55;16;1088;70;1192;763
90176;48;21;1088;73;1136;539
90178;103;27;1088;1;1288;1225
90180;40;29;1088;59;1281;1155
90182;155;22;1088;2;1188;0
90184;58;29;1088;59;1210;854
90189;54;11;1088;74;1231;665
90190;54;15;1088;74;1231;665
90192;142;27;1088;1;1133;1022
90194;149;32;1088;72;1214;903
90196;140;49;1088;3;1200;763
90198;146;6;1088;71;1194;0
90200;148;18;1088;8;1154;763
90202;136;18;1088;8;1198;763
90207;56;29;1088;59;1212;0
90209;100;14;1088;22;1249;0
90211;164;14;1088;22;1307;0
90214;147;29;1088;59;1183;728
90218;150;24;1088;61;1196;0
90222;25;32;1088;72;1232;0
90225;88;27;1088;1;1284;0
90236;118;22;1089;2;1207;2149
90240;180;29;1089;59;1223;1127
90246;99;14;1089;22;1267;931
90248;97;14;1089;22;1274;756
90250;104;49;1089;3;1252;756
90252;153;16;1089;70;1224;1491
90254;96;18;1089;8;1219;756
90256;129;32;1089;72;1293;882
90258;158;10;1089;2;1251;0
90260;117;18;1089;8;1291;1155
90262;126;10;1089;2;1235;0
90265;120;11;1089;74;1215;931
90266;120;15;1089;74;1215;931
90273;111;11;1089;74;1280;931
90274;111;15;1089;74;1280;931
90276;112;24;1089;61;1279;756
90278;116;21;1089;73;1292;882
90284;121;18;1089;8;1238;756
90286;124;49;1089;3;1259;882
90288;109;22;1089;2;1296;2212
90290;92;5;1089;5;1222;756
90292;176;14;1089;22;1275;0
90295;156;11;1089;74;1276;1127
90296;156;15;1089;74;1276;1127
90297;156;11;1089;74;1320;1127
90298;156;15;1089;74;1320;1127
90300;101;27;1089;1;1286;1050
90303;161;49;1089;3;1304;1050
90305;98;3;1089;69;1220;2758
90307;174;16;1089;70;1254;1414
90309;102;1;1089;23;1287;1414
90313;177;32;1089;72;1318;1127
90317;115;22;1089;2;1263;2275
90320;162;21;1089;73;1303;567
90325;172;32;1089;72;1315;1050
90327;89;1;1089;23;1255;791
90329;119;21;1089;73;1233;756
90331;159;32;1089;72;1300;1491
90333;35;1;1089;23;1208;1183
90335;47;32;1089;72;1283;1414
90337;168;5;1089;5;1308;882
90339;46;49;1089;3;1265;1050
90341;171;24;1089;61;1314;1183
90343;26;16;1089;70;1211;756
90346;33;16;1089;70;1277;882
90348;24;27;1089;1;1242;1127
90350;163;5;1089;5;1305;1050
90355;166;11;1089;74;1302;1050
90356;166;15;1089;74;1302;1050
90362;31;5;1089;5;1272;791
90365;28;24;1089;61;1316;791
90367;39;16;1089;70;1246;756
90369;38;32;1089;72;1282;791
90371;43;21;1089;73;1245;1617
90373;167;49;1089;3;1309;1253
90377;36;27;1089;1;1247;931
90379;44;27;1089;1;1243;1547
90380;44;27;1089;1;1310;1547
90382;37;1;1089;23;1248;882
90384;41;1;1089;23;1225;756
90387;128;21;1089;73;1250;791
90394;127;11;1089;74;1206;693
90395;127;15;1089;74;1206;693
90409;183;27;1089;1;1324;931
90414;123;32;1089;72;1230;756
90416;113;16;1089;70;1264;882
90418;184;10;1089;2;1323;0
90426;29;29;1089;59;1273;791
90432;27;5;1089;5;1244;756
90434;32;29;1089;59;1209;882
90453;59;5;1089;5;1189;567
90470;139;27;1089;1;1150;882
90482;131;14;1089;22;1179;693
90488;152;21;1089;73;1253;427
90490;105;29;1089;59;1290;1050
90508;138;29;1089;59;1149;567
90515;65;5;1089;5;1176;882
90518;51;29;1089;59;1175;693
90526;52;18;1089;8;1204;791
90531;144;16;1089;70;1195;567
90536;134;21;1089;73;1168;567
90538;154;18;1089;8;1216;693
90540;63;29;1089;59;1217;1470
90542;122;16;1089;70;1239;791
90544;64;49;1089;3;1240;791
90546;133;18;1089;8;1170;756
90548;141;1;1089;23;1218;882
90551;130;49;1089;3;1177;525
90553;53;5;1089;5;1182;567
90560;143;24;1089;61;1199;693
90568;57;16;1089;70;1166;756
90570;61;14;1089;22;1184;693
90573;50;6;1089;71;1181;0
90576;55;11;1089;74;1192;756
90577;55;15;1089;74;1192;756
90580;48;27;1089;1;1136;427
90582;103;3;1089;69;1288;0
90584;40;27;1089;1;1281;1127
90586;155;24;1089;61;1188;791
90588;58;22;1089;2;1210;0
90591;54;16;1089;70;1231;525
90593;142;1;1089;23;1133;882
90596;149;11;1089;74;1214;1470
90597;149;15;1089;74;1214;1470
90599;140;18;1089;8;1200;756
90601;146;29;1089;59;1194;693
90603;148;24;1089;61;1154;693
90605;136;24;1089;61;1198;756
90610;56;32;1089;72;1212;693
90612;100;6;1089;71;1249;0
90614;164;6;1089;71;1307;0
90617;147;22;1089;2;1183;0
90621;150;22;1089;2;1196;0
90625;42;10;1089;2;1322;0
90626;25;3;1089;69;1232;0
90629;88;3;1089;69;1284;0
90971;24;3;1090;69;1281;0
90973;7;66;1090;23;1225;0
90975;10;10;1090;2;1265;0
90976;10;10;1090;2;1333;0
90978;6;66;1090;23;1322;0
90980;21;10;1090;2;1344;0
90982;5;66;1090;23;1316;0
90986;68;66;1090;23;1302;0
90990;52;66;1090;23;1324;0
90994;48;67;1090;12;1279;0
90996;56;10;1090;2;1315;0
90998;47;67;1090;12;1314;0
91002;19;67;1090;12;1332;0
91004;130;66;1090;23;1235;0
91006;69;3;1090;69;1303;0
91008;53;27;1090;1;1305;1967
91012;61;27;1090;1;1326;1379
91014;60;5;1090;78;1304;1155
91015;60;5;1090;78;1328;1155
91017;65;18;1090;8;1350;1379
91019;55;1;1090;22;1264;749
91022;131;66;1090;23;1206;0
91024;46;49;1090;3;1323;1106
91026;67;49;1090;3;1325;1638
91028;59;6;1090;71;1292;0
91030;63;27;1090;1;1293;1015
91032;3;6;1090;71;1277;0
91036;2;24;1090;14;1272;980
91042;42;66;1090;23;1339;0
91044;43;10;1090;2;1275;0
91046;4;3;1090;69;1310;0
91048;12;49;1090;3;1283;1407
91052;18;49;1090;3;1330;1155
91054;9;1;1090;22;1282;917
91059;23;21;1090;5;1334;1155
91061;116;22;1090;2;1248;0
91063;126;66;1090;23;1239;0
91065;39;29;1090;56;1320;1967
91067;51;5;1090;78;1291;1106
91069;32;5;1090;78;1287;1638
91071;57;49;1090;3;1307;1274
91075;54;14;1090;70;1280;0
91077;27;67;1090;12;1288;0
91079;1;14;1090;70;1309;0
91081;45;1;1090;22;1300;1715
91082;45;1;1090;22;1341;1715
91085;119;10;1090;2;1273;0
91087;132;67;1090;12;1250;0
91089;128;67;1090;12;1242;0
91091;124;67;1090;12;1207;0
91095;28;49;1090;3;1290;1351
91099;26;24;1090;14;1348;1638
91101;33;67;1090;12;1284;0
91103;41;29;1090;56;1286;1015
91104;41;29;1090;56;1296;1015
91107;8;24;1090;14;1329;1015
91109;129;6;1090;71;1243;0
91111;34;49;1090;3;1336;1694
91113;125;18;1090;8;1208;749
91115;40;14;1090;70;1338;0
91117;122;22;1090;2;1230;0
91119;127;27;1090;1;1259;917
91121;75;66;1090;23;1181;0
91122;75;66;1090;23;1194;0
91124;25;67;1090;12;1276;0
91132;37;27;1090;1;1274;1715
91134;115;1;1090;22;1233;1967
91136;120;29;1090;56;1215;980
91138;121;14;1090;70;1245;0
91140;44;49;1090;3;1318;1351
91142;118;3;1090;69;1209;0
91144;72;67;1090;12;1133;0
91146;71;67;1090;12;1177;0
91148;29;21;1090;5;1349;0
91156;84;14;1090;70;1200;791
91158;78;66;1090;23;1192;0
91160;80;14;1090;70;1166;651
91162;77;14;1090;70;1175;1106
91164;93;22;1090;2;1347;0
91166;150;14;1090;70;1218;0
91168;154;1;1090;22;1214;1015
91170;156;14;1090;70;1154;749
91172;157;21;1090;5;1198;1155
91174;86;24;1090;14;1212;1841
91176;85;14;1090;70;1149;651
91184;87;49;1090;3;1150;1015
91186;88;29;1090;56;1184;1015
91188;70;6;1090;71;1136;0
91189;70;6;1090;71;1176;0
91195;147;22;1090;2;1199;0
91201;145;21;1090;5;1196;791
91207;62;49;1090;3;1263;1379
91213;148;49;1090;3;1179;1015
91219;144;29;1090;56;1170;0
91222;105;29;1090;56;1249;651
91224;74;18;1090;8;1231;791
91226;94;24;1090;14;1210;1015
91228;89;5;1090;78;1183;917
91229;89;5;1090;78;1240;917
91231;90;24;1090;14;1217;0
91233;92;5;1090;78;1188;749
91235;82;1;1090;22;1195;1638
91237;83;21;1090;5;1204;917
91239;99;29;1090;56;1253;1841
91245;110;27;1090;1;1255;749
91247;134;5;1090;78;1168;1155
91249;123;1;1090;22;1238;749
91254;111;1;1090;22;1252;749
91259;101;5;1090;78;1220;749
91264;112;21;1090;5;1219;917
91267;95;27;1090;1;1211;651
91270;96;21;1090;5;1251;616
91273;106;29;1090;56;1244;749
91277;109;22;1090;2;1222;0
91279;108;18;1090;8;1223;917
91282;100;3;1090;69;1246;0
91285;103;18;1090;8;1224;791
91287;113;24;1090;14;1247;1379
91289;98;14;1090;70;1254;1155
91291;16;21;1090;5;1308;1351
91293;102;1;1090;22;1267;0
91294;76;29;1090;56;1182;1274
91296;79;14;1090;70;1189;0
91299;97;24;1090;14;1346;0
91301;91;1;1090;22;1216;791
91303;114;27;1090;1;1232;0
91308;NULL;49;1090;3;1342;0
91656;24;66;1091;23;1281;0
91658;7;67;1091;12;1225;0
91659;7;67;1091;12;1355;0
91661;10;66;1091;23;1265;0
91662;10;66;1091;23;1333;0
91664;6;49;1091;3;1322;1211
91666;21;18;1091;8;1344;1162
91668;5;21;1091;5;1316;1211
91672;68;67;1091;12;1302;0
91676;52;67;1091;12;1324;0
91679;20;22;1091;2;1356;1435
91681;48;18;1091;8;1279;1071
91683;56;18;1091;8;1315;1071
91685;47;66;1091;23;1314;0
91689;19;66;1091;23;1332;0
91691;130;67;1091;12;1235;0
91693;69;18;1091;8;1303;1330
91695;53;22;1091;2;1305;2261
91699;61;10;1091;2;1326;0
91701;60;29;1091;56;1304;1162
91702;60;29;1091;56;1328;1162
91704;65;24;1091;14;1350;1463
91706;55;10;1091;2;1264;0
91709;131;1;1091;22;1206;476
91711;46;29;1091;56;1323;1036
91713;67;1;1091;22;1325;1211
91715;59;5;1091;78;1292;1036
91717;63;49;1091;3;1293;973
91719;3;18;1091;8;1277;1071
91723;2;21;1091;5;1272;805
91729;42;67;1091;12;1339;0
91731;43;66;1091;23;1275;0
91733;4;1;1091;22;1310;1694
91735;12;21;1091;5;1283;1036
91739;18;27;1091;1;1330;973
91741;9;5;1091;78;1282;805
91746;23;66;1091;23;1334;0
91748;116;66;1091;23;1248;0
91750;126;67;1091;12;1239;0
91752;39;67;1091;12;1320;0
91754;51;21;1091;5;1291;1036
91756;32;22;1091;2;1287;2555
91758;57;21;1091;5;1307;1036
91762;54;24;1091;14;1280;1211
91763;54;24;1091;14;1361;1211
91765;27;29;1091;56;1288;805
91766;27;29;1091;56;1358;805
91768;1;21;1091;5;1309;847
91770;45;5;1091;78;1300;805
91771;45;5;1091;78;1341;805
91774;119;21;1091;5;1273;1330
91776;132;10;1091;2;1250;0
91778;128;66;1091;23;1242;0
91780;124;66;1091;23;1207;0
91784;28;22;1091;2;1290;2492
91788;26;29;1091;56;1342;1330
91789;26;29;1091;56;1348;1330
91791;33;66;1091;23;1284;0
91792;33;66;1091;23;1359;0
91794;41;67;1091;12;1286;0
91795;41;67;1091;12;1296;0
91798;8;18;1091;8;1329;973
91800;129;66;1091;23;1243;0
91802;34;3;1091;69;1336;0
91803;34;3;1091;69;1360;0
91805;125;49;1091;3;1208;707
91807;40;21;1091;5;1338;1211
91809;122;6;1091;71;1230;0
91811;127;67;1091;12;1259;0
91813;75;49;1091;3;1181;1071
91814;75;49;1091;3;1194;1071
91816;25;49;1091;3;1276;1533
91824;37;6;1091;71;1274;0
91826;115;27;1091;1;1233;973
91828;120;1;1091;22;1215;847
91830;121;1;1091;22;1245;1435
91832;44;5;1091;78;1318;707
91834;118;27;1091;1;1209;1036
91836;72;24;1091;14;1133;1407
91838;71;29;1091;56;1177;805
91840;29;18;1091;8;1349;1750
91848;84;29;1091;56;1200;847
91850;78;3;1091;69;1192;0
91852;80;3;1091;69;1166;0
91854;77;24;1091;14;1175;847
91856;93;6;1091;71;1347;0
91858;150;49;1091;3;1218;847
91860;154;14;1091;70;1214;707
91862;156;27;1091;1;1154;672
91864;157;29;1091;56;1198;847
91866;86;49;1091;3;1212;707
91868;85;24;1091;14;1149;672
91876;87;14;1091;70;1150;707
91878;88;1;1091;22;1184;1036
91880;70;10;1091;2;1136;0
91881;70;10;1091;2;1176;0
91887;147;21;1091;5;1199;1071
91893;145;1;1091;22;1196;805
91899;62;24;1091;14;1263;805
91905;148;24;1091;14;1179;805
91911;144;5;1091;78;1170;707
91914;105;27;1091;1;1249;1071
91916;74;22;1091;2;1231;0
91918;94;5;1091;78;1210;973
91920;89;27;1091;1;1183;672
91921;89;27;1091;1;1240;672
91923;90;27;1091;1;1217;973
91925;92;27;1091;1;1188;707
91927;82;14;1091;70;1195;1071
91929;83;5;1091;78;1204;707
91930;83;5;1091;78;1362;707
91932;99;6;1091;71;1253;0
91938;110;24;1091;14;1255;637
91940;134;49;1091;3;1168;672
91942;123;24;1091;14;1238;707
91947;111;27;1091;1;1252;973
91952;101;29;1091;56;1220;707
91957;112;14;1091;70;1219;707
91960;95;14;1091;70;1211;1071
91963;96;14;1091;70;1251;973
91966;106;49;1091;3;1244;672
91970;109;18;1091;8;1222;1162
91972;108;27;1091;1;1223;805
91975;100;5;1091;78;1246;973
91978;103;21;1091;5;1224;707
91980;113;14;1091;70;1247;805
91982;98;6;1091;71;1254;1435
91984;16;24;1091;14;1308;1036
91986;102;5;1091;78;1267;1407
91987;76;14;1091;70;1182;1036
91989;79;21;1091;5;1189;707
91992;97;22;1091;2;1346;0
91994;91;49;1091;3;1216;805
91996;114;18;1091;8;1232;672
92002;24;67;1092;12;1281;0
92004;7;14;1092;70;1225;763
92005;7;14;1092;70;1355;763
92007;10;24;1092;14;1265;1218
92008;10;24;1092;14;1333;1218
92010;6;22;1092;2;1322;1827
92011;6;22;1092;2;1365;1827
92013;21;22;1092;2;1344;2548
92015;5;27;1092;1;1316;1218
92017;160;67;1092;12;1367;0
92019;68;14;1092;70;1302;861
92022;66;27;1092;1;1368;1029
92024;52;5;1092;78;1324;1127
92027;20;66;1092;23;1356;0
92029;48;14;1092;70;1279;903
92031;56;24;1092;14;1315;1029
92033;47;14;1092;70;1314;861
92037;19;10;1092;2;1332;2849
92038;19;10;1092;2;1364;2849
92040;130;22;1092;2;1235;2247
92042;69;66;1092;23;1303;0
92044;53;66;1092;23;1305;0
92048;61;66;1092;23;1326;0
92050;60;14;1092;70;1304;903
92051;60;14;1092;70;1328;903
92053;65;67;1092;12;1350;0
92055;55;67;1092;12;1264;0
92058;131;21;1092;5;1206;728
92060;46;67;1092;12;1323;0
92062;67;21;1092;5;1325;1092
92064;59;29;1092;56;1292;1029
92066;63;10;1092;2;1293;0
92068;3;24;1092;14;1277;1092
92072;2;27;1092;1;1272;763
92078;42;22;1092;2;1339;2681
92080;43;67;1092;12;1275;0
92082;4;29;1092;56;1310;1218
92084;12;18;1092;8;1283;763
92088;18;29;1092;56;1330;903
92090;9;27;1092;1;1282;763
92095;23;14;1092;70;1334;903
92097;116;10;1092;2;1248;0
92099;126;22;1092;2;1239;2191
92101;39;66;1092;23;1320;0
92103;51;1;1092;22;1291;1029
92106;32;49;1092;3;1287;1218
92108;57;5;1092;78;1307;1127
92112;54;1;1092;22;1280;1806
92113;54;1;1092;22;1361;1806
92115;27;66;1092;23;1288;0
92116;27;66;1092;23;1358;0
92118;1;10;1092;2;1309;0
92119;1;10;1092;2;1363;0
92121;45;21;1092;5;1300;728
92122;45;21;1092;5;1341;728
92125;119;18;1092;8;1273;763
92127;132;66;1092;23;1250;0
92129;128;1;1092;22;1242;861
92131;124;49;1092;3;1207;763
92135;28;66;1092;23;1290;0
92139;26;1;1092;22;1342;1092
92140;26;1;1092;22;1348;1092
92142;33;5;1092;78;1284;2485
92143;33;5;1092;78;1359;2485
92145;41;21;1092;5;1286;532
92146;41;21;1092;5;1296;532
92149;8;29;1092;56;1329;903
92151;129;10;1092;2;1243;0
92153;34;27;1092;1;1336;1267
92154;34;27;1092;1;1360;1267
92156;125;6;1092;71;1208;1218
92158;40;24;1092;14;1338;1029
92160;122;66;1092;23;1230;0
92162;127;18;1092;8;1259;1127
92164;75;67;1092;12;1181;0
92165;75;67;1092;12;1194;0
92167;25;66;1092;23;1276;0
92175;37;21;1092;5;1274;903
92176;37;21;1092;5;1369;903
92178;115;67;1092;12;1233;0
92180;120;67;1092;12;1215;0
92182;121;67;1092;12;1245;0
92184;44;29;1092;56;1318;1029
92186;118;24;1092;14;1209;763
92188;72;66;1092;23;1133;0
92190;71;66;1092;23;1177;0
92192;29;1;1092;22;1349;1267
92200;84;67;1092;12;1200;0
92202;78;29;1092;56;1192;1029
92204;80;6;1092;71;1166;0
92206;77;18;1092;8;1175;693
92208;93;3;1092;69;1347;0
92210;150;29;1092;56;1218;861
92212;154;29;1092;56;1214;728
92214;156;1;1092;22;1154;693
92216;157;5;1092;78;1198;861
92218;86;3;1092;69;1212;0
92220;85;18;1092;8;1149;693
92228;87;1;1092;22;1150;728
92230;88;49;1092;3;1184;1029
92232;70;49;1092;3;1136;693
92233;70;49;1092;3;1176;693
92239;147;5;1092;78;1199;903
92245;145;18;1092;8;1196;763
92251;62;3;1092;69;1263;0
92257;148;5;1092;78;1179;763
92263;144;24;1092;14;1170;728
92266;105;67;1092;12;1249;0
92268;74;24;1092;14;1231;763
92270;94;14;1092;70;1210;861
92272;89;21;1092;5;1183;693
92273;89;21;1092;5;1240;693
92275;90;18;1092;8;1217;728
92277;92;29;1092;56;1188;728
92279;82;27;1092;1;1195;1092
92281;83;27;1092;1;1204;693
92282;83;27;1092;1;1362;693
92284;99;18;1092;8;1253;1218
92290;110;5;1092;78;1255;532
92292;134;14;1092;70;1168;693
92294;123;6;1092;71;1238;0
92299;111;5;1092;78;1252;861
92304;101;22;1092;2;1220;903
92309;112;1;1092;22;1219;728
92312;95;3;1092;69;1211;1589
92315;96;1;1092;22;1251;903
92318;106;27;1092;1;1244;903
92322;109;49;1092;3;1222;728
92324;108;21;1092;5;1223;728
92327;100;29;1092;56;1246;763
92330;103;6;1092;71;1224;0
92332;113;29;1092;56;1247;728
92334;98;5;1092;78;1254;693
92336;16;49;1092;3;1308;763
92338;102;21;1092;5;1267;1092
92339;76;27;1092;1;1182;903
92341;79;49;1092;3;1189;693
92344;97;5;1092;78;1346;1218
92346;91;21;1092;5;1216;861
92348;114;1;1092;22;1232;1092
92353;NULL;49;1092;3;1370;0
92702;39;24;1093;3;1377;1365
92704;13;10;1093;2;1416;0
92706;6;21;1093;6;1414;2121
92709;2;4;1093;8;1429;1330
92713;29;3;1093;69;1420;0
92715;30;5;1093;58;1374;2352
92717;4;66;1093;14;1361;0
92720;20;14;1093;62;1350;1295
92723;1;21;1093;6;1380;1694
92725;11;67;1093;23;1385;0
92727;19;67;1093;23;1390;0
92729;40;4;1093;8;1365;0
92731;44;5;1093;58;1378;1820
92734;34;18;1093;12;1423;1694
92736;3;67;1093;23;1382;0
92738;17;3;1093;69;1417;0
92740;31;4;1093;8;1379;2485
92742;15;22;1093;2;1387;0
92745;5;66;1093;14;1413;0
92747;18;21;1093;6;1389;2065
92749;8;67;1093;23;1383;0
92752;26;10;1093;2;1371;0
92754;41;66;1093;14;1376;0
92756;37;18;1093;12;1408;1631
92758;43;66;1093;14;1373;0
92762;35;22;1093;2;1363;0
92764;24;22;1093;2;1404;0
92766;42;66;1093;14;1424;0
92768;45;18;1093;12;1405;2065
92771;38;3;1093;69;1333;0
92773;28;14;1093;62;1372;0
92775;82;5;1093;58;1426;1505
92777;7;21;1093;6;1415;1463
92779;21;14;1093;62;1391;1505
92781;22;16;1093;63;1418;1820
92783;23;49;1093;11;1419;1365
92785;101;10;1093;2;1360;0
92787;33;5;1093;58;1356;1505
92790;95;67;1093;23;1342;0
92792;97;67;1093;23;1425;0
92794;83;22;1093;2;1394;0
92796;25;16;1093;63;1375;2352
92798;93;67;1093;23;1399;0
92801;84;4;1093;8;1358;0
92803;88;22;1093;2;1428;0
92806;91;67;1093;23;1396;0
92809;96;49;1093;11;1392;1505
92812;85;10;1093;2;1401;0
92814;98;4;1093;8;1393;0
92815;117;4;1093;8;1133;0
92816;117;4;1093;8;1288;0
92817;106;24;1093;3;1136;0
92818;106;24;1093;3;1281;0
92820;80;3;1093;69;1369;0
92822;94;21;1093;6;1398;0
92824;90;5;1093;58;1409;0
92826;99;5;1093;58;1400;2093
92828;100;66;1093;14;1370;0
92829;121;67;1093;23;1149;0
92830;121;67;1093;23;1290;0
92831;105;10;1093;2;1150;0
92832;105;10;1093;2;1279;0
92834;36;4;1093;8;1355;0
92836;87;66;1093;14;1403;0
92840;113;4;1093;8;1166;1820
92841;113;4;1093;8;1286;1820
92844;79;5;1093;58;1402;1694
92845;125;27;1093;1;1175;1463
92846;125;27;1093;1;1275;1463
92847;111;3;1093;69;1176;0
92848;111;3;1093;69;1274;0
92849;127;14;1093;62;1177;0
92852;89;16;1093;63;1336;2093
92854;123;3;1093;69;1272;0
92855;108;14;1093;62;1181;0
